donation_id,business_id,agency_id,hotspot_block_id,meals_allocated,agency_to_supplier_miles,supplier_to_hotspot_miles,route_total_miles,route_duration_minutes,transport_cost,distance_method
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,04TH_AV_CEDAR_ST,2.59,5.751287481110315,1.9430277181261433,7.694315199236458,14.131666666666668,10.028297606975265,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,03RD_AV_I-5_SB,10.13,5.751287481110315,2.058727034120735,7.81001451523105,14.84,10.325777698242264,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,03RD_AV_CEDAR_ST,1.38,5.751287481110315,2.0676126421697285,7.818900123280043,14.543333333333331,10.24476687147061,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,02ND_AV_I-5_SB,14.15,5.751287481110315,2.1117299968185796,7.863017477928894,15.051666666666666,10.42867800544818,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,05TH_AV_ASH_ST,3.29,5.751287481110315,2.1214855245367055,7.87277300564702,14.736666666666666,10.342904706513957,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,04TH_AV_BEECH_ST,4.29,5.751287481110315,2.174053527399984,7.925341008510299,15.103333333333332,10.491328610912271,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,04TH_AV_A_ST,3.31,5.751287481110315,2.1839954664757815,7.935282947586096,14.815,10.413585873498766,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,02ND_AV_CEDAR_ST,1.06,5.751287481110315,2.2042521673427187,7.955539648453033,15.018333333333334,10.489133743935417,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,03RD_AV_ASH_ST,4.61,5.751287481110315,2.2280506840054084,7.979338165115723,15.575,10.671901172154616,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,01ST_AV_W_BEECH_ST,1.1,5.751287481110315,2.275585580211564,8.02687306132188,15.358333333333334,10.643930471049073,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,11TH_AV_A_ST,3.15,5.751287481110315,2.3023666785969934,8.053654159707309,13.963333333333336,10.251596605822,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,10TH_AV_B_ST,9.23,5.751287481110315,2.3571094806331025,8.108396961743416,13.858333333333334,10.26213863536944,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,FRONT_ST_W_ASH_ST,3.67,5.751287481110315,2.368666984808717,8.119954465919031,15.705,10.817227894098462,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,FRONT_ST_W_A_ST,5.98,5.751287481110315,2.370406824146982,8.121694305257297,15.566666666666666,10.777626560884435,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,11TH_AV_B_ST,5.27,5.751287481110315,2.3751292452079853,8.1264167263183,14.133333333333333,10.35718782311302,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,UNION_ST_W_ASH_ST,11.67,5.751287481110315,2.4034637715740077,8.154751252684322,15.925,10.90875678537342,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,07TH_AV_ASH_ST,1.42,5.751287481110315,2.426019545852223,8.177307026962538,14.553333333333333,10.520114451602641,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,PARK_BL_A_ST,4.67,5.751287481110315,2.4373285015509425,8.188615982661258,14.386666666666668,10.47940370237811,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,01ST_AV_W_B_ST,1.23,5.751287481110315,2.442361608208065,8.193649089318379,15.813333333333333,10.90528441899308,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,FRONT_ST_W_B_ST,7.38,5.751287481110315,2.443728624830987,8.195016105941303,15.906666666666666,10.933934462737612,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,09TH_AV_B_ST,1.6,5.751287481110315,2.462121212121212,8.213408693231527,14.266666666666666,10.462746162411516,osrm_openstreetmap_driving
synthetic_001,biz_scripps_mercy_hospital_san_diego,agency_catholic_charities_diocese_of_san_diego,UNION_ST_W_A_ST,6.319999999999972,5.751287481110315,2.4747971844428536,8.226084665553168,16.07,11.005866012487076,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,S_17TH_ST_COMMERCIAL_ST,1.75,2.9896653543307083,1.2009241032370954,4.190589457567803,8.799999999999999,5.788181321084863,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,16TH_ST_IMPERIAL_AV,5.92,2.9896653543307083,1.2787197765052096,4.268385130835918,9.008333333333333,5.908937977213076,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,S_16TH_ST_COMMERCIAL_ST,10.56,2.9896653543307083,1.331784876322278,4.321450230652986,9.028333333333332,5.955184119740713,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,19TH_ST_J_ST,1.0,2.9896653543307083,1.391374373657838,4.381039727988546,9.533333333333331,6.149867971049073,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,17TH_ST_IMPERIAL_AV,5.48,2.9896653543307083,1.4022483695219914,4.391913723852699,9.375,6.1112919301280515,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,14TH_ST_IMPERIAL_AV,10.42,2.9896653543307083,1.402807603595005,4.392472957925714,9.34,6.101362781356876,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,Map_Border_NATIONAL_AV,12.42,2.9896653543307083,1.4300857989342242,4.419751153264933,9.475,6.162031709814682,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,14TH_ST_L_ST,8.66,2.9896653543307083,1.456866897319653,4.446532251650361,9.67,6.240072844587608,osrm_openstreetmap_driving
