donation_id,business_id,agency_id,hotspot_block_id,meals_allocated,agency_to_supplier_miles,supplier_to_hotspot_miles,route_total_miles,route_duration_minutes,transport_cost,distance_method
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,17TH_ST_K_ST,65.61999999999992,2.9896653543307083,1.5829431122246085,4.572608466555317,9.71,6.3477241012487085,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,15TH_ST_IMPERIAL_AV,28.42,2.9896653543307083,1.5107397796866302,4.500405134017338,9.563333333333333,6.249460679630955,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,03RD_AV_A_ST,8.426666666666776,2.9896653543307083,2.474921458681301,5.464586813012009,12.048333333333332,7.717384589000238,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,19TH_ST_I-5_SB_OFF_RA,15.25,2.9896653543307083,2.060591147697447,5.050256502028155,10.845,7.046507441541398,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,14TH_ST_K_ST,12.91,2.9896653543307083,1.6040697327606777,4.593735087091386,9.971666666666668,6.4411900550783425,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,Map_Border_NATIONAL_AV,12.42,2.9896653543307083,1.4300857989342242,4.419751153264933,9.475,6.162031709814682,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,05TH_AV_CEDAR_ST,10.98,2.9896653543307083,2.554022011453114,5.543687365783822,11.52,7.621202397995704,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,S_16TH_ST_COMMERCIAL_ST,10.56,2.9896653543307083,1.331784876322278,4.321450230652986,9.028333333333332,5.955184119740713,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,14TH_ST_IMPERIAL_AV,10.42,2.9896653543307083,1.402807603595005,4.392472957925714,9.34,6.101362781356876,osrm_openstreetmap_driving
synthetic_002,biz_northgate_gonzalez_market,agency_feeding_san_diego_south_bay,13TH_ST_K_ST,9.96,2.9896653543307083,1.6025163047800843,4.592181659110793,9.935,6.429162227590869,osrm_openstreetmap_driving
